Cancer label,Country,Sex,Year,ASR (World),Crude rate,Total incidence,CO2_Emissions,PM2.5,Precipitation,Humidity,Temperature
Thyroid,Argentina,Female,2011,0.3734123893,0.6114030798,129,7702,11,0.024,56.73,15.52
Thyroid,Argentina,Female,2012,0.3615657931,0.6007325605,128,7754,10,0.027,57.12,16.03
Thyroid,Argentina,Female,2013,0.4663753813,0.7532406435,162,7996,11,0.022,54.93,15.81
Thyroid,Argentina,Female,2014,0.3251484345,0.5801540221,126,7830,11,0.031,59.08,15.85
Thyroid,Argentina,Female,2015,0.3330978785,0.5560794756,122,8100,12,0.03,60.23,15.94
Thyroid,Argentina,Female,2016,0.3947135421,0.5914913117,131,7999,12,0.029,61.17,15.36
Thyroid,Argentina,Female,2017,0.3515731849,0.6223209698,139,7842,13,0.029,59.55,15.99
Thyroid,Argentina,Female,2018,0.3837292255,0.6307720081,142,7727,11,0.026,58.08,15.78
Thyroid,Argentina,Female,2019,0.4348458748,0.6882630676,156,7374,13,0.024,57.04,15.83
Thyroid,Argentina,Female,2020,0.3887541585,0.6718635827,153,6824,12,0.02,53.68,16.09
Thyroid,Argentina,Female,2021,0.4234749818,0.7050837612,161,7527,12,0.021,56.01,15.97
Thyroid,Argentina,Female,2022,0.3456876241,0.6249788305,143,7660,11,0.019,52.77,15.6
Hodgkin lymphoma,Argentina,Female,2000,0.2644183537,0.3444587047,65,5603,8,0.034,61.88,14.71
Hodgkin lymphoma,Argentina,Female,2001,0.2861063409,0.3564502597,68,5413,8,0.033,62.91,15.44
Hodgkin lymphoma,Argentina,Female,2002,0.3401734784,0.420094347,81,5098,8,0.034,61.48,15.25
Hodgkin lymphoma,Argentina,Female,2003,0.3572541349,0.4774006857,93,5563,8,0.027,57.02,15.71
Hodgkin lymphoma,Argentina,Female,2004,0.2794701255,0.3659273274,72,6171,8,0.026,58.87,15.56
Hodgkin lymphoma,Argentina,Female,2005,0.2288258335,0.3169843857,63,6344,9,0.026,57.84,15.31
Hodgkin lymphoma,Argentina,Female,2006,0.2619050987,0.3188156715,64,6733,9,0.026,57.14,15.93
Hodgkin lymphoma,Argentina,Female,2007,0.2783745201,0.3651347979,74,7143,10,0.028,57.9,14.88
Hodgkin lymphoma,Argentina,Female,2008,0.2686524131,0.3371710402,69,7359,10,0.024,56.14,15.77
Hodgkin lymphoma,Argentina,Female,2009,0.2401030649,0.3240862575,67,6804,8,0.024,53.48,15.93
Hodgkin lymphoma,Argentina,Female,2010,0.1586363612,0.2250557324,47,7356,10,0.025,57.13,15.29
Hodgkin lymphoma,Argentina,Female,2011,0.1967748403,0.2796339667,59,7702,11,0.024,56.73,15.52
Hodgkin lymphoma,Argentina,Female,2012,0.2273638599,0.3097527265,66,7754,10,0.027,57.12,16.03
Hodgkin lymphoma,Argentina,Female,2013,0.2019710829,0.2929269169,63,7996,11,0.022,54.93,15.81
Hodgkin lymphoma,Argentina,Female,2014,0.2634028819,0.3591429661,78,7830,11,0.031,59.08,15.85
Hodgkin lymphoma,Argentina,Female,2015,0.2395814408,0.3236200227,71,8100,12,0.03,60.23,15.94
Hodgkin lymphoma,Argentina,Female,2016,0.2967764291,0.3883072733,86,7999,12,0.029,61.17,15.36
Hodgkin lymphoma,Argentina,Female,2017,0.2352512893,0.3626474716,81,7842,13,0.029,59.55,15.99
Hodgkin lymphoma,Argentina,Female,2018,0.1554944799,0.2176607634,49,7727,11,0.026,58.08,15.78
Hodgkin lymphoma,Argentina,Female,2019,0.2309914565,0.3044240491,69,7374,13,0.024,57.04,15.83
Hodgkin lymphoma,Argentina,Female,2020,0.2249672666,0.3293448935,75,6824,12,0.02,53.68,16.09
Hodgkin lymphoma,Argentina,Female,2021,0.2026328915,0.2977993526,68,7527,12,0.021,56.01,15.97
Hodgkin lymphoma,Argentina,Female,2022,0.1518772087,0.2228945479,51,7660,11,0.019,52.77,15.6
Non-Hodgkin lymphoma,Argentina,Female,2000,2.487424674,3.460485141,653,5603,8,0.034,61.88,14.71
Non-Hodgkin lymphoma,Argentina,Female,2001,2.242003318,3.129423603,597,5413,8,0.033,62.91,15.44
Non-Hodgkin lymphoma,Argentina,Female,2002,2.087363988,2.956219479,570,5098,8,0.034,61.48,15.25
Non-Hodgkin lymphoma,Argentina,Female,2003,2.324690665,3.326404778,648,5563,8,0.027,57.02,15.71
Non-Hodgkin lymphoma,Argentina,Female,2004,2.338818064,3.349251511,659,6171,8,0.026,58.87,15.56
Non-Hodgkin lymphoma,Argentina,Female,2005,2.212828599,3.255379326,647,6344,9,0.026,57.84,15.31
Non-Hodgkin lymphoma,Argentina,Female,2006,2.036232043,3.003841405,603,6733,9,0.026,57.14,15.93
Non-Hodgkin lymphoma,Argentina,Female,2007,2.003312928,3.000026448,608,7143,10,0.028,57.9,14.88
Non-Hodgkin lymphoma,Argentina,Female,2008,1.92618968,2.86839711,587,7359,10,0.024,56.14,15.77
Non-Hodgkin lymphoma,Argentina,Female,2009,1.738283209,2.636224035,545,6804,8,0.024,53.48,15.93
Non-Hodgkin lymphoma,Argentina,Female,2010,1.978106896,2.992762399,625,7356,10,0.025,57.13,15.29
Non-Hodgkin lymphoma,Argentina,Female,2011,1.761778309,2.663632022,562,7702,11,0.024,56.73,15.52
Non-Hodgkin lymphoma,Argentina,Female,2012,1.911633281,2.90979834,620,7754,10,0.027,57.12,16.03
Non-Hodgkin lymphoma,Argentina,Female,2013,1.784618246,2.720035657,585,7996,11,0.022,54.93,15.81
Non-Hodgkin lymphoma,Argentina,Female,2014,1.722532694,2.781055789,604,7830,11,0.031,59.08,15.85
Non-Hodgkin lymphoma,Argentina,Female,2015,1.846394426,2.898906119,636,8100,12,0.03,60.23,15.94
Non-Hodgkin lymphoma,Argentina,Female,2016,1.788826544,2.831030935,627,7999,12,0.029,61.17,15.36
Non-Hodgkin lymphoma,Argentina,Female,2017,1.736945745,2.735525989,611,7842,13,0.029,59.55,15.99
Non-Hodgkin lymphoma,Argentina,Female,2018,1.60662921,2.527530089,569,7727,11,0.026,58.08,15.78
Non-Hodgkin lymphoma,Argentina,Female,2019,1.610745102,2.642753702,599,7374,13,0.024,57.04,15.83
Non-Hodgkin lymphoma,Argentina,Female,2020,1.488932138,2.353718172,536,6824,12,0.02,53.68,16.09
Non-Hodgkin lymphoma,Argentina,Female,2021,1.513936237,2.426188843,554,7527,12,0.021,56.01,15.97
Non-Hodgkin lymphoma,Argentina,Female,2022,1.333661707,2.102201521,481,7660,11,0.019,52.77,15.6
Multiple myeloma,Argentina,Female,2000,1.193374465,1.701096065,321,5603,8,0.034,61.88,14.71
Multiple myeloma,Argentina,Female,2001,0.8954959159,1.294753149,247,5413,8,0.033,62.91,15.44
Multiple myeloma,Argentina,Female,2002,0.9806060155,1.45217799,280,5098,8,0.034,61.48,15.25
Multiple myeloma,Argentina,Female,2003,1.138301242,1.694002433,330,5563,8,0.027,57.02,15.71
Multiple myeloma,Argentina,Female,2004,0.8817199434,1.372227478,270,6171,8,0.026,58.87,15.56
Multiple myeloma,Argentina,Female,2005,0.9997471233,1.529575448,304,6344,9,0.026,57.84,15.31
Multiple myeloma,Argentina,Female,2006,0.9237383783,1.404781553,282,6733,9,0.026,57.14,15.93
Multiple myeloma,Argentina,Female,2007,0.9376726717,1.425999413,289,7143,10,0.028,57.9,14.88
Multiple myeloma,Argentina,Female,2008,0.8835772823,1.392662992,285,7359,10,0.024,56.14,15.77
Multiple myeloma,Argentina,Female,2009,0.9638340836,1.465643821,303,6804,8,0.024,53.48,15.93
Multiple myeloma,Argentina,Female,2010,0.9441446976,1.431737532,299,7356,10,0.025,57.13,15.29
Multiple myeloma,Argentina,Female,2011,0.8594607219,1.455044539,307,7702,11,0.024,56.73,15.52
Multiple myeloma,Argentina,Female,2012,0.8569489477,1.389194046,296,7754,10,0.027,57.12,16.03
Multiple myeloma,Argentina,Female,2013,0.8802887907,1.455335317,313,7996,11,0.022,54.93,15.81
Multiple myeloma,Argentina,Female,2014,0.8444959065,1.404341085,305,7830,11,0.031,59.08,15.85
Multiple myeloma,Argentina,Female,2015,0.9389494131,1.513265458,332,8100,12,0.03,60.23,15.94
Multiple myeloma,Argentina,Female,2016,0.8765142065,1.413257867,313,7999,12,0.029,61.17,15.36
Multiple myeloma,Argentina,Female,2017,0.8876772714,1.49088405,333,7842,13,0.029,59.55,15.99
Multiple myeloma,Argentina,Female,2018,0.7663973305,1.288196355,290,7727,11,0.026,58.08,15.78
Multiple myeloma,Argentina,Female,2019,0.8260845786,1.389761963,315,7374,13,0.024,57.04,15.83
Multiple myeloma,Argentina,Female,2020,0.7355927318,1.264684391,288,6824,12,0.02,53.68,16.09
Multiple myeloma,Argentina,Female,2021,0.7148172579,1.226232628,280,7527,12,0.021,56.01,15.97
Multiple myeloma,Argentina,Female,2022,0.7089044495,1.3111444,300,7660,11,0.019,52.77,15.6
Leukaemia,Argentina,Female,2000,3.138478448,4.048714622,764,5603,8,0.034,61.88,14.71
Leukaemia,Argentina,Female,2001,3.229544004,4.282645032,817,5413,8,0.033,62.91,15.44
Leukaemia,Argentina,Female,2002,3.158571076,4.10240282,791,5098,8,0.034,61.48,15.25
Leukaemia,Argentina,Female,2003,2.843335788,3.85000553,750,5563,8,0.027,57.02,15.71
Leukaemia,Argentina,Female,2004,2.972444139,4.020118278,791,6171,8,0.026,58.87,15.56
Leukaemia,Argentina,Female,2005,3.083870522,4.115765515,818,6344,9,0.026,57.84,15.31
Leukaemia,Argentina,Female,2006,2.878093845,3.915454966,786,6733,9,0.026,57.14,15.93
Leukaemia,Argentina,Female,2007,2.991090627,4.164510398,844,7143,10,0.028,57.9,14.88
Leukaemia,Argentina,Female,2008,2.582958822,3.410802696,698,7359,10,0.024,56.14,15.77
Leukaemia,Argentina,Female,2009,3.037834751,4.130890507,854,6804,8,0.024,53.48,15.93
Leukaemia,Argentina,Female,2010,2.412703767,3.385412826,707,7356,10,0.025,57.13,15.29
Leukaemia,Argentina,Female,2011,2.551064974,3.635241567,767,7702,11,0.024,56.73,15.52
Leukaemia,Argentina,Female,2012,2.657474349,3.717032718,792,7754,10,0.027,57.12,16.03
Leukaemia,Argentina,Female,2013,2.636766878,3.752254317,807,7996,11,0.022,54.93,15.81
Leukaemia,Argentina,Female,2014,2.697409651,3.830858305,832,7830,11,0.031,59.08,15.85
Leukaemia,Argentina,Female,2015,2.674016222,3.842418016,843,8100,12,0.03,60.23,15.94
Leukaemia,Argentina,Female,2016,2.623315878,3.788253515,839,7999,12,0.029,61.17,15.36
Leukaemia,Argentina,Female,2017,2.66446302,3.78765137,846,7842,13,0.029,59.55,15.99
Leukaemia,Argentina,Female,2018,2.443523947,3.415941368,769,7727,11,0.026,58.08,15.78
Leukaemia,Argentina,Female,2019,2.422480663,3.613381105,819,7374,13,0.024,57.04,15.83
Leukaemia,Argentina,Female,2020,2.302437204,3.161710977,720,6824,12,0.02,53.68,16.09
Leukaemia,Argentina,Female,2021,2.242435297,3.205722442,732,7527,12,0.021,56.01,15.97
Leukaemia,Argentina,Female,2022,2.265653826,3.177339928,727,7660,11,0.019,52.77,15.6
Stomach,Argentina,Female,2000,3.630268171,5.315262782,1003,5603,8,0.034,61.88,14.71
Stomach,Argentina,Female,2001,3.615176803,5.551188603,1059,5413,8,0.033,62.91,15.44
Stomach,Argentina,Female,2002,3.435197261,5.181163613,999,5098,8,0.034,61.48,15.25
Stomach,Argentina,Female,2003,3.293205048,5.123074025,998,5563,8,0.027,57.02,15.71
Stomach,Argentina,Female,2004,3.390453968,5.300863924,1043,6171,8,0.026,58.87,15.56
Stomach,Argentina,Female,2005,3.409949615,5.202569123,1034,6344,9,0.026,57.84,15.31
Stomach,Argentina,Female,2006,3.175926329,4.976513373,999,6733,9,0.026,57.14,15.93
Stomach,Argentina,Female,2007,3.184226165,4.973728058,1008,7143,10,0.028,57.9,14.88
Stomach,Argentina,Female,2008,3.20356776,5.081998287,1040,7359,10,0.024,56.14,15.77
Stomach,Argentina,Female,2009,3.147994994,5.078963738,1050,6804,8,0.024,53.48,15.93
Stomach,Argentina,Female,2010,3.220699963,5.05657135,1056,7356,10,0.025,57.13,15.29
Stomach,Argentina,Female,2011,3.109239911,4.886485079,1031,7702,11,0.024,56.73,15.52
Stomach,Argentina,Female,2012,3.178913182,5.002975855,1066,7754,10,0.027,57.12,16.03
Stomach,Argentina,Female,2013,3.139730619,5.156443665,1109,7996,11,0.022,54.93,15.81
Stomach,Argentina,Female,2014,2.928950707,4.645836574,1009,7830,11,0.031,59.08,15.85
Stomach,Argentina,Female,2015,2.936734056,4.858858369,1066,8100,12,0.03,60.23,15.94
Stomach,Argentina,Female,2016,2.943808614,4.740960895,1050,7999,12,0.029,61.17,15.36
Stomach,Argentina,Female,2017,2.995557212,4.875593785,1089,7842,13,0.029,59.55,15.99
Stomach,Argentina,Female,2018,2.881091306,4.68192744,1054,7727,11,0.026,58.08,15.78
Stomach,Argentina,Female,2019,2.698198474,4.469297996,1013,7374,13,0.024,57.04,15.83
Stomach,Argentina,Female,2020,2.721958142,4.325396268,985,6824,12,0.02,53.68,16.09
Stomach,Argentina,Female,2021,2.69259863,4.388161048,1002,7527,12,0.021,56.01,15.97
Stomach,Argentina,Female,2022,2.633548452,4.357369888,997,7660,11,0.019,52.77,15.6
Colon,Argentina,Female,2000,7.663992346,11.89177436,2244,5603,8,0.034,61.88,14.71
Colon,Argentina,Female,2001,7.655799695,12.36567886,2359,5413,8,0.033,62.91,15.44
Colon,Argentina,Female,2002,7.566669582,12.16199066,2345,5098,8,0.034,61.48,15.25
Colon,Argentina,Female,2003,7.833626438,12.75121831,2484,5563,8,0.027,57.02,15.71
Colon,Argentina,Female,2004,7.429797607,12.32971801,2426,6171,8,0.026,58.87,15.56
Colon,Argentina,Female,2005,7.969774414,13.16743075,2617,6344,9,0.026,57.84,15.31
Colon,Argentina,Female,2006,7.56640717,12.68288593,2546,6733,9,0.026,57.14,15.93
Colon,Argentina,Female,2007,7.453358369,12.76984942,2588,7143,10,0.028,57.9,14.88
Colon,Argentina,Female,2008,7.80599321,13.20342247,2702,7359,10,0.024,56.14,15.77
Colon,Argentina,Female,2009,7.410929176,12.76512886,2639,6804,8,0.024,53.48,15.93
Colon,Argentina,Female,2010,7.561233531,13.16815456,2750,7356,10,0.025,57.13,15.29
Colon,Argentina,Female,2011,7.285457115,12.59774718,2658,7702,11,0.024,56.73,15.52
Colon,Argentina,Female,2012,7.342748101,13.00022807,2770,7754,10,0.027,57.12,16.03
Colon,Argentina,Female,2013,7.513156117,13.07476969,2812,7996,11,0.022,54.93,15.81
Colon,Argentina,Female,2014,7.78893685,13.49088321,2930,7830,11,0.031,59.08,15.85
Colon,Argentina,Female,2015,7.73134652,13.64217927,2993,8100,12,0.03,60.23,15.94
Colon,Argentina,Female,2016,7.626108686,13.42820734,2974,7999,12,0.029,61.17,15.36
Colon,Argentina,Female,2017,7.458901383,13.1358973,2934,7842,13,0.029,59.55,15.99
Colon,Argentina,Female,2018,7.302081226,12.9175,2908,7727,11,0.026,58.08,15.78
Colon,Argentina,Female,2019,7.550256928,13.36377456,3029,7374,13,0.024,57.04,15.83
Colon,Argentina,Female,2020,7.217918804,12.75662554,2905,6824,12,0.02,53.68,16.09
Colon,Argentina,Female,2021,7.292924111,12.86668379,2938,7527,12,0.021,56.01,15.97
Colon,Argentina,Female,2022,6.866943519,12.36409169,2829,7660,11,0.019,52.77,15.6
Rectum and anus,Argentina,Female,2000,1.308281032,1.928968747,364,5603,8,0.034,61.88,14.71
Rectum and anus,Argentina,Female,2001,1.153997043,1.750799805,334,5413,8,0.033,62.91,15.44
Rectum and anus,Argentina,Female,2002,1.187437878,1.799663437,347,5098,8,0.034,61.48,15.25
Rectum and anus,Argentina,Female,2003,1.29852765,2.053336283,400,5563,8,0.027,57.02,15.71
Rectum and anus,Argentina,Female,2004,1.277547068,1.926200793,379,6171,8,0.026,58.87,15.56
Rectum and anus,Argentina,Female,2005,1.111659954,1.786181856,355,6344,9,0.026,57.84,15.31
Rectum and anus,Argentina,Female,2006,1.165177065,1.887986555,379,6733,9,0.026,57.14,15.93
Rectum and anus,Argentina,Female,2007,1.200840868,1.870082276,379,7143,10,0.028,57.9,14.88
Rectum and anus,Argentina,Female,2008,1.287627084,1.930182042,395,7359,10,0.024,56.14,15.77
Rectum and anus,Argentina,Female,2009,1.240711455,1.939680437,401,6804,8,0.024,53.48,15.93
Rectum and anus,Argentina,Female,2010,1.111856367,1.805234279,377,7356,10,0.025,57.13,15.29
Rectum and anus,Argentina,Female,2011,1.200213153,1.857907033,392,7702,11,0.024,56.73,15.52
Rectum and anus,Argentina,Female,2012,1.221415329,1.957074045,417,7754,10,0.027,57.12,16.03
Rectum and anus,Argentina,Female,2013,1.252962742,1.971444647,424,7996,11,0.022,54.93,15.81
Rectum and anus,Argentina,Female,2014,1.245986248,2.090396239,454,7830,11,0.031,59.08,15.85
Rectum and anus,Argentina,Female,2015,1.358061082,2.210643817,485,8100,12,0.03,60.23,15.94
Rectum and anus,Argentina,Female,2016,1.362483959,2.271146029,503,7999,12,0.029,61.17,15.36
Rectum and anus,Argentina,Female,2017,1.262855692,2.068433727,462,7842,13,0.029,59.55,15.99
Rectum and anus,Argentina,Female,2018,1.277888481,2.007809491,452,7727,11,0.026,58.08,15.78
Rectum and anus,Argentina,Female,2019,1.370730031,2.254502741,511,7374,13,0.024,57.04,15.83
Rectum and anus,Argentina,Female,2020,1.225762609,1.936547974,441,6824,12,0.02,53.68,16.09
Rectum and anus,Argentina,Female,2021,1.295825589,2.097733675,479,7527,12,0.021,56.01,15.97
Rectum and anus,Argentina,Female,2022,1.41557195,2.325096069,532,7660,11,0.019,52.77,15.6
Liver,Argentina,Female,2000,3.077432515,4.515058714,852,5603,8,0.034,61.88,14.71
Liver,Argentina,Female,2001,2.712248543,4.13062948,788,5413,8,0.033,62.91,15.44
Liver,Argentina,Female,2002,2.829494194,4.20094347,810,5098,8,0.034,61.48,15.25
Liver,Argentina,Female,2003,2.564902636,3.798672123,740,5563,8,0.027,57.02,15.71
Liver,Argentina,Female,2004,2.453433307,3.78124905,744,6171,8,0.026,58.87,15.56
Liver,Argentina,Female,2005,2.380101756,3.733371653,742,6344,9,0.026,57.84,15.31
Liver,Argentina,Female,2006,2.440153496,3.935380945,790,6733,9,0.026,57.14,15.93
Liver,Argentina,Female,2007,2.498896938,3.84871814,780,7143,10,0.028,57.9,14.88
Liver,Argentina,Female,2008,2.195863358,3.601377632,737,7359,10,0.024,56.14,15.77
Liver,Argentina,Female,2009,2.094738154,3.395650042,702,6804,8,0.024,53.48,15.93
Liver,Argentina,Female,2010,2.413412709,3.912139008,817,7356,10,0.025,57.13,15.29
Liver,Argentina,Female,2011,2.345481468,3.649460244,770,7702,11,0.024,56.73,15.52
Liver,Argentina,Female,2012,2.431031963,4.012705775,855,7754,10,0.027,57.12,16.03
Liver,Argentina,Female,2013,2.146339557,3.645312744,784,7996,11,0.022,54.93,15.81
Liver,Argentina,Female,2014,2.192222882,3.609847249,784,7830,11,0.031,59.08,15.85
Liver,Argentina,Female,2015,2.269234816,3.815069845,837,8100,12,0.03,60.23,15.94
Liver,Argentina,Female,2016,2.146812187,3.544432669,785,7999,12,0.029,61.17,15.36
Liver,Argentina,Female,2017,2.20076192,3.680200267,822,7842,13,0.029,59.55,15.99
Liver,Argentina,Female,2018,2.055990417,3.389289029,763,7727,11,0.026,58.08,15.78
Liver,Argentina,Female,2019,2.059455443,3.507494479,795,7374,13,0.024,57.04,15.83
Liver,Argentina,Female,2020,2.270671809,3.758923051,856,6824,12,0.02,53.68,16.09
Liver,Argentina,Female,2021,1.999785983,3.472865979,793,7527,12,0.021,56.01,15.97
Liver,Argentina,Female,2022,1.735796008,3.08555982,706,7660,11,0.019,52.77,15.6
Gallbladder etc.,Argentina,Female,2000,2.799476312,4.091109539,772,5603,8,0.034,61.88,14.71
Gallbladder etc.,Argentina,Female,2001,2.816773681,4.099177986,782,5413,8,0.033,62.91,15.44
Gallbladder etc.,Argentina,Female,2002,2.714966578,3.957185021,763,5098,8,0.034,61.48,15.25
Gallbladder etc.,Argentina,Female,2003,2.725731165,3.957805685,771,5563,8,0.027,57.02,15.71
Gallbladder etc.,Argentina,Female,2004,2.697076416,3.85748391,759,6171,8,0.026,58.87,15.56
Gallbladder etc.,Argentina,Female,2005,2.72898146,4.040293043,803,6344,9,0.026,57.84,15.31
Gallbladder etc.,Argentina,Female,2006,2.62856314,4.015084863,806,6733,9,0.026,57.14,15.93
Gallbladder etc.,Argentina,Female,2007,2.561463596,3.833915378,777,7143,10,0.028,57.9,14.88
Gallbladder etc.,Argentina,Female,2008,2.484454243,3.796839105,777,7359,10,0.024,56.14,15.77
Gallbladder etc.,Argentina,Female,2009,2.429223024,3.671365216,759,6804,8,0.024,53.48,15.93
Gallbladder etc.,Argentina,Female,2010,2.342141492,3.629622238,758,7356,10,0.025,57.13,15.29
Gallbladder etc.,Argentina,Female,2011,2.2340422,3.374565836,712,7702,11,0.024,56.73,15.52
Gallbladder etc.,Argentina,Female,2012,2.204588598,3.393200322,723,7754,10,0.027,57.12,16.03
Gallbladder etc.,Argentina,Female,2013,2.19844412,3.454677766,743,7996,11,0.022,54.93,15.81
Gallbladder etc.,Argentina,Female,2014,2.240966413,3.490132927,758,7830,11,0.031,59.08,15.85
Gallbladder etc.,Argentina,Female,2015,2.089076102,3.336476854,732,8100,12,0.03,60.23,15.94
Gallbladder etc.,Argentina,Female,2016,2.102558115,3.372855037,747,7999,12,0.029,61.17,15.36
Gallbladder etc.,Argentina,Female,2017,2.194107346,3.348892701,748,7842,13,0.029,59.55,15.99
Gallbladder etc.,Argentina,Female,2018,2.05140883,3.229374999,727,7727,11,0.026,58.08,15.78
Gallbladder etc.,Argentina,Female,2019,2.0405069,3.256013743,738,7374,13,0.024,57.04,15.83
Gallbladder etc.,Argentina,Female,2020,1.906657535,3.126580855,712,6824,12,0.02,53.68,16.09
Gallbladder etc.,Argentina,Female,2021,1.97880873,3.196963638,730,7527,12,0.021,56.01,15.97
Gallbladder etc.,Argentina,Female,2022,1.886801362,3.046225488,697,7660,11,0.019,52.77,15.6
Pancreas,Argentina,Female,2000,5.544130085,8.542575878,1612,5603,8,0.034,61.88,14.71
Pancreas,Argentina,Female,2001,5.28887902,8.203597888,1565,5413,8,0.033,62.91,15.44
Pancreas,Argentina,Female,2002,5.216351338,8.24629644,1590,5098,8,0.034,61.48,15.25
Pancreas,Argentina,Female,2003,5.394766432,8.516212232,1659,5563,8,0.027,57.02,15.71
Pancreas,Argentina,Female,2004,5.641646052,8.939807902,1759,6171,8,0.026,58.87,15.56
Pancreas,Argentina,Female,2005,5.713573974,9.177452689,1824,6344,9,0.026,57.84,15.31
Pancreas,Argentina,Female,2006,5.508327735,9.170932051,1841,6733,9,0.026,57.14,15.93
Pancreas,Argentina,Female,2007,5.727889548,9.394819665,1904,7143,10,0.028,57.9,14.88
Pancreas,Argentina,Female,2008,5.639907972,9.411469904,1926,7359,10,0.024,56.14,15.77
Pancreas,Argentina,Female,2009,5.559171189,9.354967494,1934,6804,8,0.024,53.48,15.93
Pancreas,Argentina,Female,2010,5.309671898,9.064478755,1893,7356,10,0.025,57.13,15.29
Pancreas,Argentina,Female,2011,5.460301365,9.204223108,1942,7702,11,0.024,56.73,15.52
Pancreas,Argentina,Female,2012,5.681364069,9.710278654,2069,7754,10,0.027,57.12,16.03
Pancreas,Argentina,Female,2013,5.544820788,9.415508044,2025,7996,11,0.022,54.93,15.81
Pancreas,Argentina,Female,2014,5.61099815,9.765926039,2121,7830,11,0.031,59.08,15.85
Pancreas,Argentina,Female,2015,5.830908763,10.22821593,2244,8100,12,0.03,60.23,15.94
Pancreas,Argentina,Female,2016,5.67663272,9.996654688,2214,7999,12,0.029,61.17,15.36
Pancreas,Argentina,Female,2017,5.662065113,9.992952551,2232,7842,13,0.029,59.55,15.99
Pancreas,Argentina,Female,2018,5.715496316,10.01683717,2255,7727,11,0.026,58.08,15.78
Pancreas,Argentina,Female,2019,5.602596544,10.13864442,2298,7374,13,0.024,57.04,15.83
Pancreas,Argentina,Female,2020,5.349402395,9.432437749,2148,6824,12,0.02,53.68,16.09
Pancreas,Argentina,Female,2021,5.633327106,10.17773081,2324,7527,12,0.021,56.01,15.97
Pancreas,Argentina,Female,2022,5.488211733,9.947215512,2276,7660,11,0.019,52.77,15.6
